,date,price,bedrooms,bathrooms,sqft_living,floors,view,condition,yr_built,zipcode,lat,long,yr_bin,zip_bin,bed_cat,floor_cat,condition_cat,view_cat,baths
8568,2014-05-27,535000.0,2,1.0,1040,1.0,0.0,3,1951,98115,47.6774,-122.28399999999999,50s,"(98107.0, 98115.0]",2,1.0,3,0.0,0-1
8569,2015-01-16,560000.0,4,3.0,3080,2.0,1.0,3,1990,98003,47.333999999999996,-122.33200000000001,80s,"(98000.999, 98004.0]",4,2.0,3,1.0,2-3
8570,2014-10-02,437850.0,4,2.25,2670,1.0,0.0,4,1975,98006,47.5623,-122.175,70s,"(98004.0, 98010.0]",4,1.0,4,0.0,2-3
8571,2014-06-06,435000.0,4,2.75,3270,2.0,0.0,4,1983,98042,47.347,-122.087,80s,"(98038.0, 98042.0]",4,2.0,4,0.0,2-3
8572,2014-06-19,510000.0,4,2.5,2610,2.0,0.0,3,1998,98155,47.7717,-122.27,90s,"(98133.0, 98155.0]",4,2.0,3,0.0,2-3
8573,2014-05-06,520000.0,3,2.5,2460,2.0,0.0,4,1980,98059,47.4996,-122.146,70s,"(98058.0, 98070.0]",3,2.0,4,0.0,2-3
8574,2014-07-03,509000.0,2,1.5,1930,2.0,0.0,3,1989,98007,47.6092,-122.146,80s,"(98004.0, 98010.0]",2,2.0,3,0.0,1-2
8576,2015-04-22,365000.0,4,2.5,2030,1.0,0.0,5,1969,98059,47.5067,-122.16,60s,"(98058.0, 98070.0]",4,1.0,5,0.0,2-3
8577,2014-06-12,795000.0,3,2.0,2420,1.0,1.0,5,1979,98034,47.7074,-122.24600000000001,70s,"(98033.0, 98038.0]",3,1.0,5,1.0,1-2
8578,2014-06-11,285000.0,3,2.5,1870,2.0,0.0,3,2005,98042,47.3986,-122.163,00s,"(98038.0, 98042.0]",3,2.0,3,0.0,2-3
8579,2014-06-02,955000.0,3,2.25,3020,2.0,0.0,3,1969,98005,47.6456,-122.17299999999999,60s,"(98004.0, 98010.0]",3,2.0,3,0.0,2-3
8580,2014-07-14,775000.0,4,2.5,2880,2.0,4.0,3,1955,98177,47.7704,-122.38600000000001,50s,"(98155.0, 98177.0]",4,2.0,3,4.0,2-3
8581,2014-10-06,400000.0,4,3.0,1810,2.0,0.0,4,1997,98108,47.5691,-122.292,90s,"(98107.0, 98115.0]",4,2.0,4,0.0,2-3
8582,2014-07-01,570000.0,4,2.5,2590,2.0,0.0,3,1991,98011,47.738,-122.221,90s,"(98010.0, 98023.0]",4,2.0,3,0.0,2-3
8584,2014-09-29,1150000.0,3,2.25,3250,1.0,0.0,3,2006,98005,47.6077,-122.15799999999999,00s,"(98004.0, 98010.0]",3,1.0,3,0.0,2-3
8585,2015-04-14,459950.0,4,2.0,2760,1.0,0.0,4,1979,98042,47.3818,-122.165,70s,"(98038.0, 98042.0]",4,1.0,4,0.0,1-2
8586,2015-02-19,245000.0,2,1.75,1220,1.0,0.0,3,1942,98146,47.5033,-122.359,40s,"(98133.0, 98155.0]",2,1.0,3,0.0,1-2
8587,2014-09-08,281000.0,3,1.5,1280,3.0,0.0,3,2003,98125,47.7162,-122.29299999999999,00s,"(98118.0, 98125.0]",3,3.0,3,0.0,1-2
8588,2014-10-22,205000.0,3,0.75,770,1.0,0.0,3,1942,98024,47.5661,-121.887,40s,"(98023.0, 98029.0]",3,1.0,3,0.0,0-1
8589,2014-06-11,290000.0,3,1.75,1520,1.0,0.0,4,1968,98038,47.398,-121.964,60s,"(98033.0, 98038.0]",3,1.0,4,0.0,1-2
8590,2015-02-26,635000.0,4,2.5,2080,1.0,0.0,5,1954,98125,47.7107,-122.289,50s,"(98118.0, 98125.0]",4,1.0,5,0.0,2-3
8591,2014-09-03,310000.0,1,1.0,570,1.0,0.0,2,1918,98136,47.5517,-122.385,pre-20s,"(98133.0, 98155.0]",1,1.0,2,0.0,0-1
8592,2015-01-14,470000.0,4,2.0,1500,1.0,0.0,3,1906,98122,47.6088,-122.29299999999999,pre-20s,"(98118.0, 98125.0]",4,1.0,3,0.0,1-2
8593,2014-07-01,600000.0,2,2.5,2510,2.0,0.0,3,1990,98011,47.7525,-122.205,80s,"(98010.0, 98023.0]",2,2.0,3,0.0,2-3
8594,2014-12-17,279000.0,4,2.0,1980,1.0,0.0,3,1969,98092,47.3231,-122.103,60s,"(98075.0, 98103.0]",4,1.0,3,0.0,1-2
8595,2014-08-04,538500.0,3,3.5,2500,2.0,0.0,3,2000,98065,47.536,-121.87700000000001,90s,"(98058.0, 98070.0]",3,2.0,3,0.0,3-4
8596,2014-07-09,594950.0,4,2.5,2720,2.0,0.0,3,1989,98074,47.6295,-122.042,80s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
8597,2014-08-08,533050.0,2,1.0,910,1.0,0.0,3,1953,98042,47.3752,-122.11,50s,"(98038.0, 98042.0]",2,1.0,3,0.0,0-1
8598,2014-06-06,510000.0,3,1.75,1480,1.0,0.0,3,1974,98033,47.6723,-122.169,70s,"(98029.0, 98033.0]",3,1.0,3,0.0,1-2
8599,2014-09-29,360000.0,4,2.25,2470,1.0,0.0,4,1974,98058,47.4371,-122.166,70s,"(98053.0, 98058.0]",4,1.0,4,0.0,2-3
8600,2014-07-21,435000.0,2,1.0,1650,1.0,0.0,3,1960,98115,47.6992,-122.309,50s,"(98107.0, 98115.0]",2,1.0,3,0.0,0-1
8601,2015-03-24,559000.0,3,1.75,1700,1.0,0.0,3,1967,98115,47.6837,-122.28399999999999,60s,"(98107.0, 98115.0]",3,1.0,3,0.0,1-2
8602,2014-08-27,645000.0,2,1.5,1995,1.5,1.0,4,1991,98070,47.4022,-122.464,90s,"(98058.0, 98070.0]",2,1.5,4,1.0,1-2
8603,2014-10-28,340000.0,2,1.0,1280,1.0,0.0,4,1919,98118,47.5341,-122.279,pre-20s,"(98115.0, 98118.0]",2,1.0,4,0.0,0-1
8604,2015-03-12,565000.0,4,2.5,2980,2.0,0.0,3,2001,98019,47.7354,-121.97399999999999,00s,"(98010.0, 98023.0]",4,2.0,3,0.0,2-3
8605,2015-02-13,575700.0,3,1.75,1730,1.0,0.0,3,1941,98115,47.6978,-122.316,40s,"(98107.0, 98115.0]",3,1.0,3,0.0,1-2
8606,2014-06-17,1010000.0,3,3.25,2420,2.0,2.0,3,2006,98109,47.637,-122.34100000000001,00s,"(98107.0, 98115.0]",3,2.0,3,2.0,3-4
8607,2014-07-10,540500.0,3,2.0,2800,1.0,0.0,3,1996,98038,47.4133,-122.006,90s,"(98033.0, 98038.0]",3,1.0,3,0.0,1-2
8609,2014-08-11,699950.0,4,2.0,2070,1.0,1.0,5,1941,98125,47.7058,-122.27799999999999,40s,"(98118.0, 98125.0]",4,1.0,5,1.0,1-2
8610,2014-06-11,355000.0,1,1.75,750,1.0,0.0,4,1946,98059,47.4756,-122.09,40s,"(98058.0, 98070.0]",1,1.0,4,0.0,1-2
8611,2014-06-11,381000.0,3,1.5,1460,1.0,0.0,3,1954,98155,47.746,-122.294,50s,"(98133.0, 98155.0]",3,1.0,3,0.0,1-2
8613,2014-07-10,114975.0,2,1.0,740,1.0,0.0,3,1942,98146,47.506,-122.335,40s,"(98133.0, 98155.0]",2,1.0,3,0.0,0-1
8614,2015-01-30,325000.0,1,0.75,410,1.0,0.0,2,1953,98146,47.5077,-122.35700000000001,50s,"(98133.0, 98155.0]",1,1.0,2,0.0,0-1
8615,2014-10-27,299990.0,2,1.0,1570,1.0,3.0,4,1953,98022,47.2077,-122.016,50s,"(98010.0, 98023.0]",2,1.0,4,3.0,0-1
8617,2014-12-31,425000.0,3,2.25,1400,2.0,0.0,3,1984,98006,47.542,-122.184,80s,"(98004.0, 98010.0]",3,2.0,3,0.0,2-3
8618,2015-01-14,665000.0,3,1.75,2700,1.0,2.0,3,1947,98144,47.5834,-122.29,40s,"(98133.0, 98155.0]",3,1.0,3,2.0,1-2
8621,2014-11-25,190000.0,3,1.75,1520,1.0,0.0,4,1967,98059,47.473,-122.149,60s,"(98058.0, 98070.0]",3,1.0,4,0.0,1-2
8622,2015-02-23,314950.0,3,1.75,1520,1.0,0.0,4,1967,98059,47.473,-122.149,60s,"(98058.0, 98070.0]",3,1.0,4,0.0,1-2
8623,2014-12-03,601150.0,2,2.0,1660,1.0,0.0,5,1906,98103,47.6871,-122.334,pre-20s,"(98075.0, 98103.0]",2,1.0,5,0.0,1-2
8624,2014-12-12,315000.0,2,1.0,860,1.0,0.0,3,1948,98146,47.508,-122.37799999999999,40s,"(98133.0, 98155.0]",2,1.0,3,0.0,0-1
8625,2015-04-02,545000.0,2,1.5,2340,1.0,0.0,4,1954,98146,47.5017,-122.37700000000001,50s,"(98133.0, 98155.0]",2,1.0,4,0.0,1-2
8626,2014-05-19,565000.0,4,2.25,2110,2.0,0.0,4,1979,98027,47.5614,-122.08200000000001,70s,"(98023.0, 98029.0]",4,2.0,4,0.0,2-3
8627,2014-05-06,175000.0,3,1.0,1010,1.0,0.0,3,1954,98055,47.49,-122.22,50s,"(98053.0, 98058.0]",3,1.0,3,0.0,0-1
8628,2014-06-26,530000.0,3,2.0,2330,2.5,0.0,3,1987,98005,47.6009,-122.15799999999999,80s,"(98004.0, 98010.0]",3,2.5,3,0.0,1-2
8629,2014-06-18,4490000.0,4,3.0,6430,2.0,0.0,3,2001,98004,47.6208,-122.219,00s,"(98000.999, 98004.0]",4,2.0,3,0.0,2-3
8630,2014-10-07,430000.0,3,1.75,1610,1.0,0.0,4,1960,98177,47.7588,-122.36,50s,"(98155.0, 98177.0]",3,1.0,4,0.0,1-2
8631,2014-10-30,225000.0,3,1.75,1460,1.0,0.0,4,1981,98042,47.3683,-122.087,80s,"(98038.0, 98042.0]",3,1.0,4,0.0,1-2
8633,2015-03-02,380000.0,3,1.0,1260,1.0,0.0,3,1951,98177,47.7013,-122.37299999999999,50s,"(98155.0, 98177.0]",3,1.0,3,0.0,0-1
8634,2015-04-17,222200.0,2,1.0,1210,1.0,0.0,3,1953,98148,47.4402,-122.333,50s,"(98133.0, 98155.0]",2,1.0,3,0.0,0-1
8636,2014-07-02,329950.0,4,2.5,2120,2.0,0.0,3,2002,98038,47.3795,-122.022,00s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
8637,2014-09-23,995000.0,3,2.5,2460,1.0,0.0,3,1992,98117,47.6999,-122.391,90s,"(98115.0, 98118.0]",3,1.0,3,0.0,2-3
8638,2014-07-14,929950.0,3,3.5,3790,2.0,0.0,3,1993,98027,47.5525,-122.098,90s,"(98023.0, 98029.0]",3,2.0,3,0.0,3-4
8639,2015-03-27,692000.0,4,2.5,2350,1.0,0.0,3,1987,98074,47.6411,-122.065,80s,"(98070.0, 98075.0]",4,1.0,3,0.0,2-3
8640,2014-06-26,402000.0,2,1.0,620,1.0,0.0,5,1911,98107,47.6655,-122.37100000000001,pre-20s,"(98103.0, 98107.0]",2,1.0,5,0.0,0-1
8641,2014-09-12,510000.0,3,1.75,1920,1.0,0.0,4,1962,98074,47.6052,-122.044,60s,"(98070.0, 98075.0]",3,1.0,4,0.0,1-2
8642,2014-06-19,249000.0,3,1.0,1050,1.0,0.0,4,1959,98031,47.4043,-122.20200000000001,50s,"(98029.0, 98033.0]",3,1.0,4,0.0,0-1
8643,2014-12-02,244900.0,3,1.5,1360,1.0,0.0,4,1966,98031,47.4143,-122.206,60s,"(98029.0, 98033.0]",3,1.0,4,0.0,1-2
8644,2015-02-19,289900.0,3,1.0,1180,1.0,0.0,3,1944,98178,47.4947,-122.238,40s,"(98177.0, 98199.0]",3,1.0,3,0.0,0-1
8645,2015-03-31,552500.0,4,1.0,1560,1.0,0.0,4,1939,98146,47.5093,-122.387,30s,"(98133.0, 98155.0]",4,1.0,4,0.0,0-1
8646,2014-06-30,760000.0,4,2.5,3300,2.0,0.0,3,1984,98077,47.7657,-122.02799999999999,80s,"(98075.0, 98103.0]",4,2.0,3,0.0,2-3
8647,2014-10-27,440000.0,2,2.75,1100,2.0,0.0,3,2006,98102,47.6405,-122.324,00s,"(98075.0, 98103.0]",2,2.0,3,0.0,2-3
8648,2014-08-01,286000.0,3,1.75,1770,1.0,0.0,3,1954,98168,47.4997,-122.32600000000001,50s,"(98155.0, 98177.0]",3,1.0,3,0.0,1-2
8649,2014-09-05,260000.0,3,1.0,1200,1.0,0.0,3,1950,98106,47.519,-122.352,40s,"(98103.0, 98107.0]",3,1.0,3,0.0,0-1
8650,2014-06-27,355000.0,2,2.25,1330,2.0,0.0,3,1985,98028,47.7689,-122.241,80s,"(98023.0, 98029.0]",2,2.0,3,0.0,2-3
8651,2015-01-30,318000.0,3,1.75,1570,1.0,0.0,4,1959,98003,47.3365,-122.319,50s,"(98000.999, 98004.0]",3,1.0,4,0.0,1-2
8652,2014-08-26,255000.0,2,1.0,1610,1.0,0.0,3,1952,98168,47.5095,-122.31299999999999,50s,"(98155.0, 98177.0]",2,1.0,3,0.0,0-1
8653,2014-05-14,139000.0,3,1.0,1100,1.0,0.0,3,1978,98001,47.3003,-122.27,70s,"(98000.999, 98004.0]",3,1.0,3,0.0,0-1
8654,2015-04-01,485000.0,4,2.25,1810,2.0,0.0,5,1976,98034,47.7319,-122.204,70s,"(98033.0, 98038.0]",4,2.0,5,0.0,2-3
8655,2014-10-19,549950.0,3,1.75,2930,2.0,0.0,3,1995,98014,47.6991,-121.947,90s,"(98010.0, 98023.0]",3,2.0,3,0.0,1-2
8656,2014-09-16,588000.0,3,1.5,1780,1.5,0.0,4,1916,98103,47.662,-122.34899999999999,pre-20s,"(98075.0, 98103.0]",3,1.5,4,0.0,1-2
8657,2014-07-15,975000.0,3,2.5,3050,1.5,0.0,5,1950,98115,47.6772,-122.296,40s,"(98107.0, 98115.0]",3,1.5,5,0.0,2-3
8658,2014-05-23,402000.0,3,2.0,1540,2.0,0.0,3,2005,98029,47.5479,-121.99799999999999,00s,"(98023.0, 98029.0]",3,2.0,3,0.0,1-2
8659,2015-05-01,245000.0,3,1.0,1380,1.0,0.0,3,1959,98168,47.5131,-122.334,50s,"(98155.0, 98177.0]",3,1.0,3,0.0,0-1
8660,2014-06-16,445000.0,3,1.75,1890,1.5,3.0,3,1976,98070,47.4137,-122.439,70s,"(98058.0, 98070.0]",3,1.5,3,3.0,1-2
8661,2014-05-25,195000.0,3,1.75,1570,1.0,0.0,3,1991,98022,47.2016,-122.006,90s,"(98010.0, 98023.0]",3,1.0,3,0.0,1-2
8663,2014-07-16,450000.0,3,1.5,1520,1.0,0.0,4,1955,98006,47.5659,-122.141,50s,"(98004.0, 98010.0]",3,1.0,4,0.0,1-2
8664,2014-10-28,1090000.0,4,2.5,2780,2.0,0.0,3,2004,98033,47.666000000000004,-122.20100000000001,00s,"(98029.0, 98033.0]",4,2.0,3,0.0,2-3
8665,2014-05-20,396675.0,2,1.0,1730,2.0,0.0,4,1945,98126,47.5357,-122.368,40s,"(98125.0, 98133.0]",2,2.0,4,0.0,0-1
8667,2014-10-31,380000.0,3,1.75,1300,1.0,0.0,4,1943,98045,47.4996,-121.77799999999999,40s,"(98042.0, 98053.0]",3,1.0,4,0.0,1-2
8668,2014-12-03,496000.0,2,1.0,1420,2.0,0.0,4,1941,98115,47.68,-122.304,40s,"(98107.0, 98115.0]",2,2.0,4,0.0,0-1
8669,2014-12-08,399950.0,3,2.5,1470,2.0,0.0,5,1980,98034,47.723,-122.162,70s,"(98033.0, 98038.0]",3,2.0,5,0.0,2-3
8670,2015-03-04,895000.0,4,2.5,2850,2.0,0.0,3,1998,98033,47.6747,-122.191,90s,"(98029.0, 98033.0]",4,2.0,3,0.0,2-3
8671,2014-11-04,690000.0,3,2.0,2360,2.0,3.0,3,1926,98136,47.5433,-122.384,20s,"(98133.0, 98155.0]",3,2.0,3,3.0,1-2
8672,2014-09-02,270000.0,3,1.5,1610,2.0,0.0,3,1927,98155,47.7527,-122.306,20s,"(98133.0, 98155.0]",3,2.0,3,0.0,1-2
8673,2014-06-23,349900.0,3,2.0,2420,1.0,0.0,5,1949,98027,47.4511,-121.976,40s,"(98023.0, 98029.0]",3,1.0,5,0.0,1-2
8674,2015-05-04,454280.0,3,2.5,1470,2.0,0.0,3,2004,98029,47.5464,-121.999,00s,"(98023.0, 98029.0]",3,2.0,3,0.0,2-3
8675,2015-05-12,390000.0,3,2.5,1410,1.0,0.0,3,1992,98077,47.7432,-122.07600000000001,90s,"(98075.0, 98103.0]",3,1.0,3,0.0,2-3
8676,2015-01-15,275000.0,3,1.75,1840,1.0,0.0,3,1983,98023,47.3124,-122.345,80s,"(98010.0, 98023.0]",3,1.0,3,0.0,1-2
8677,2015-04-29,300000.0,4,2.5,2450,2.0,0.0,3,1990,98023,47.3093,-122.345,80s,"(98010.0, 98023.0]",4,2.0,3,0.0,2-3
8678,2015-05-08,700000.0,3,1.75,1500,1.0,0.0,5,1940,98199,47.6474,-122.402,30s,"(98177.0, 98199.0]",3,1.0,5,0.0,1-2
8679,2014-12-18,520000.0,3,1.75,2080,1.0,0.0,3,1950,98115,47.6883,-122.3,40s,"(98107.0, 98115.0]",3,1.0,3,0.0,1-2
8680,2015-04-02,715000.0,3,2.5,2770,2.0,0.0,3,1987,98053,47.6495,-122.042,80s,"(98042.0, 98053.0]",3,2.0,3,0.0,2-3
8681,2015-04-20,404000.0,3,2.5,2370,2.0,0.0,3,2006,98038,47.3515,-121.999,00s,"(98033.0, 98038.0]",3,2.0,3,0.0,2-3
8682,2014-09-26,490500.0,3,2.0,3000,2.0,0.0,3,1998,98011,47.7599,-122.214,90s,"(98010.0, 98023.0]",3,2.0,3,0.0,1-2
8684,2015-04-09,557800.0,4,1.75,1550,1.0,0.0,5,1944,98199,47.6567,-122.399,40s,"(98177.0, 98199.0]",4,1.0,5,0.0,1-2
8685,2015-04-13,571000.0,4,2.25,2290,1.0,2.0,4,1959,98166,47.4434,-122.34299999999999,50s,"(98155.0, 98177.0]",4,1.0,4,2.0,2-3
8686,2014-07-08,410000.0,4,2.5,2560,2.0,0.0,3,2006,98038,47.3533,-122.027,00s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
8687,2015-03-13,225000.0,3,1.5,1240,1.0,0.0,4,1971,98118,47.5294,-122.285,70s,"(98115.0, 98118.0]",3,1.0,4,0.0,1-2
8688,2014-07-16,700000.0,4,2.5,2590,2.0,0.0,3,2004,98052,47.7047,-122.12799999999999,00s,"(98042.0, 98053.0]",4,2.0,3,0.0,2-3
8689,2015-02-09,500000.0,3,1.0,1370,1.5,0.0,3,1905,98103,47.6857,-122.348,pre-20s,"(98075.0, 98103.0]",3,1.5,3,0.0,0-1
8690,2015-04-28,536500.0,2,2.0,1360,1.0,0.0,4,1925,98107,47.6727,-122.396,20s,"(98103.0, 98107.0]",2,1.0,4,0.0,1-2
8691,2015-04-10,330000.0,3,2.5,2060,1.0,0.0,4,1980,98022,47.184,-121.959,70s,"(98010.0, 98023.0]",3,1.0,4,0.0,2-3
8692,2015-02-11,249950.0,3,1.75,1120,1.0,0.0,5,1976,98042,47.3659,-122.113,70s,"(98038.0, 98042.0]",3,1.0,5,0.0,1-2
8693,2014-10-15,249000.0,4,1.75,1630,1.5,0.0,5,1943,98188,47.4538,-122.288,40s,"(98177.0, 98199.0]",4,1.5,5,0.0,1-2
8694,2015-04-08,249000.0,3,1.75,1590,1.5,0.0,5,1909,98032,47.3769,-122.234,pre-20s,"(98029.0, 98033.0]",3,1.5,5,0.0,1-2
8695,2014-05-08,780000.0,4,1.75,2480,1.0,0.0,3,1950,98004,47.583999999999996,-122.195,40s,"(98000.999, 98004.0]",4,1.0,3,0.0,1-2
8696,2014-07-05,1200000.0,4,2.5,2700,2.0,0.0,3,2004,98115,47.6725,-122.32700000000001,00s,"(98107.0, 98115.0]",4,2.0,3,0.0,2-3
8697,2014-09-15,434500.0,3,1.75,1930,1.0,0.0,3,1975,98072,47.735,-122.17399999999999,70s,"(98070.0, 98075.0]",3,1.0,3,0.0,1-2
8698,2014-10-10,590000.0,4,2.0,2490,1.0,0.0,3,2002,98022,47.2725,-121.929,00s,"(98010.0, 98023.0]",4,1.0,3,0.0,1-2
8699,2015-02-19,417200.0,2,1.0,1000,1.0,0.0,3,1910,98107,47.6742,-122.396,pre-20s,"(98103.0, 98107.0]",2,1.0,3,0.0,0-1
8700,2014-09-24,649990.0,4,2.25,2130,2.0,0.0,3,1976,98074,47.6408,-122.05799999999999,70s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
8701,2014-12-02,506000.0,2,1.0,1060,1.0,0.0,4,1926,98107,47.6721,-122.395,20s,"(98103.0, 98107.0]",2,1.0,4,0.0,0-1
8702,2015-04-21,348000.0,3,2.5,1730,2.0,0.0,3,1999,98148,47.4317,-122.32799999999999,90s,"(98133.0, 98155.0]",3,2.0,3,0.0,2-3
8703,2014-07-28,301000.0,4,2.5,2810,2.0,0.0,3,1998,98031,47.4045,-122.208,90s,"(98029.0, 98033.0]",4,2.0,3,0.0,2-3
8704,2014-07-08,427550.0,2,1.0,880,1.0,0.0,3,1940,98117,47.6848,-122.38600000000001,30s,"(98115.0, 98118.0]",2,1.0,3,0.0,0-1
8705,2015-05-01,361000.0,3,1.0,1040,1.5,0.0,3,1951,98155,47.7444,-122.294,50s,"(98133.0, 98155.0]",3,1.5,3,0.0,0-1
8706,2014-08-21,460000.0,2,2.5,1830,1.0,0.0,5,1946,98125,47.701,-122.305,40s,"(98118.0, 98125.0]",2,1.0,5,0.0,2-3
8707,2014-07-10,958000.0,4,3.5,1800,2.0,2.0,3,1984,98112,47.625,-122.3,80s,"(98107.0, 98115.0]",4,2.0,3,2.0,3-4
8709,2014-05-19,373000.0,3,2.5,1670,2.0,0.0,3,1999,98072,47.7623,-122.161,90s,"(98070.0, 98075.0]",3,2.0,3,0.0,2-3
8710,2015-04-14,525000.0,4,2.25,2660,1.0,0.0,4,1977,98011,47.7351,-122.199,70s,"(98010.0, 98023.0]",4,1.0,4,0.0,2-3
8711,2014-08-26,364988.0,3,2.5,2850,2.0,0.0,3,1997,98023,47.2848,-122.345,90s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
8712,2014-08-14,324000.0,2,1.0,820,1.0,0.0,4,1941,98177,47.7256,-122.361,40s,"(98155.0, 98177.0]",2,1.0,4,0.0,0-1
8713,2015-03-05,625000.0,4,3.0,2350,1.0,0.0,5,1960,98118,47.5514,-122.26799999999999,50s,"(98115.0, 98118.0]",4,1.0,5,0.0,2-3
8714,2014-09-08,237500.0,3,1.75,1480,1.0,0.0,3,1980,98022,47.1967,-121.99799999999999,70s,"(98010.0, 98023.0]",3,1.0,3,0.0,1-2
8716,2014-05-29,155000.0,3,1.0,1250,1.0,0.0,2,1949,98108,47.5292,-122.323,40s,"(98107.0, 98115.0]",3,1.0,2,0.0,0-1
8717,2015-02-23,614000.0,4,2.75,2760,1.5,2.0,4,1940,98177,47.7248,-122.365,30s,"(98155.0, 98177.0]",4,1.5,4,2.0,2-3
8718,2015-03-31,650000.0,3,2.5,2380,2.0,0.0,3,2014,98034,47.7194,-122.199,10s,"(98033.0, 98038.0]",3,2.0,3,0.0,2-3
8719,2014-07-21,625000.0,3,2.0,1730,1.0,0.0,4,1986,98004,47.5825,-122.189,80s,"(98000.999, 98004.0]",3,1.0,4,0.0,1-2
8720,2015-03-25,587100.0,3,2.25,1670,1.0,0.0,4,1961,98117,47.6921,-122.38600000000001,60s,"(98115.0, 98118.0]",3,1.0,4,0.0,2-3
8721,2014-06-17,380000.0,4,2.5,2150,2.0,0.0,3,1991,98042,47.3117,-122.083,90s,"(98038.0, 98042.0]",4,2.0,3,0.0,2-3
8722,2015-05-05,479500.0,2,1.0,930,1.0,0.0,3,1917,98118,47.5598,-122.266,pre-20s,"(98115.0, 98118.0]",2,1.0,3,0.0,0-1
8723,2015-03-17,382888.0,1,1.0,620,1.0,0.0,3,1900,98115,47.6746,-122.32600000000001,pre-20s,"(98107.0, 98115.0]",1,1.0,3,0.0,0-1
8724,2014-05-27,540000.0,4,4.25,1960,2.0,0.0,3,1940,98116,47.5849,-122.384,30s,"(98115.0, 98118.0]",4,2.0,3,0.0,4-5
8725,2014-05-21,691000.0,4,2.75,2550,1.0,0.0,3,1972,98033,47.6477,-122.197,70s,"(98029.0, 98033.0]",4,1.0,3,0.0,2-3
8726,2014-06-04,760500.0,3,2.0,1990,1.0,0.0,5,1912,98103,47.6572,-122.333,pre-20s,"(98075.0, 98103.0]",3,1.0,5,0.0,1-2
8727,2015-04-30,685000.0,4,2.5,3550,2.0,0.0,3,2006,98065,47.5431,-121.88600000000001,00s,"(98058.0, 98070.0]",4,2.0,3,0.0,2-3
8728,2014-09-29,199129.0,3,1.0,860,1.0,0.0,4,1955,98001,47.295,-122.275,50s,"(98000.999, 98004.0]",3,1.0,4,0.0,0-1
8729,2014-07-24,335000.0,3,3.0,2031,2.0,0.0,3,1988,98023,47.3058,-122.348,80s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
8730,2014-06-09,305100.0,3,2.0,1590,1.0,0.0,4,1974,98058,47.4365,-122.10600000000001,70s,"(98053.0, 98058.0]",3,1.0,4,0.0,1-2
8731,2015-03-25,830000.0,4,2.25,3010,1.0,0.0,4,1959,98005,47.6387,-122.17399999999999,50s,"(98004.0, 98010.0]",4,1.0,4,0.0,2-3
8732,2015-01-28,810000.0,3,2.5,2610,2.0,0.0,3,1993,98006,47.5535,-122.115,90s,"(98004.0, 98010.0]",3,2.0,3,0.0,2-3
8733,2015-01-13,500000.0,3,2.25,1440,1.0,0.0,3,1988,98074,47.6225,-122.038,80s,"(98070.0, 98075.0]",3,1.0,3,0.0,2-3
8734,2014-05-30,490000.0,3,1.75,1920,1.0,2.0,4,1947,98126,47.5583,-122.38,40s,"(98125.0, 98133.0]",3,1.0,4,2.0,1-2
8735,2014-10-28,490000.0,2,1.75,1670,2.0,0.0,3,1912,98116,47.5862,-122.387,pre-20s,"(98115.0, 98118.0]",2,2.0,3,0.0,1-2
8736,2014-09-18,272000.0,4,1.75,1390,1.0,0.0,4,1960,98198,47.4128,-122.323,50s,"(98177.0, 98199.0]",4,1.0,4,0.0,1-2
8737,2014-09-10,280000.0,3,2.25,2140,2.0,0.0,4,1979,98031,47.3913,-122.191,70s,"(98029.0, 98033.0]",3,2.0,4,0.0,2-3
8738,2014-06-25,233000.0,3,1.0,1250,1.5,0.0,3,1955,98155,47.7474,-122.32700000000001,50s,"(98133.0, 98155.0]",3,1.5,3,0.0,0-1
8739,2014-06-23,275000.0,3,1.0,1080,1.0,0.0,4,1952,98133,47.7579,-122.33,50s,"(98125.0, 98133.0]",3,1.0,4,0.0,0-1
8740,2014-07-28,375000.0,3,3.25,2760,2.0,2.0,3,1991,98031,47.3895,-122.221,90s,"(98029.0, 98033.0]",3,2.0,3,2.0,3-4
8741,2014-08-26,445000.0,3,2.75,2180,2.0,0.0,3,2004,98011,47.776,-122.169,00s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
8742,2014-09-19,437500.0,3,2.5,1260,3.0,0.0,3,2002,98107,47.6706,-122.381,00s,"(98103.0, 98107.0]",3,3.0,3,0.0,2-3
8743,2015-05-11,426250.0,4,1.0,1610,1.5,0.0,4,1905,98118,47.5261,-122.266,pre-20s,"(98115.0, 98118.0]",4,1.5,4,0.0,0-1
8744,2014-06-26,358000.0,3,1.5,2450,1.0,0.0,4,1967,98065,47.5317,-121.834,60s,"(98058.0, 98070.0]",3,1.0,4,0.0,1-2
8745,2014-10-23,1180000.0,4,3.5,4150,2.0,0.0,3,2003,98053,47.6746,-122.01799999999999,00s,"(98042.0, 98053.0]",4,2.0,3,0.0,3-4
8746,2015-04-30,305000.0,2,1.0,960,1.0,0.0,3,1939,98027,47.5322,-122.03299999999999,30s,"(98023.0, 98029.0]",2,1.0,3,0.0,0-1
