,price,sqft_living,bedrooms,bathrooms,floors,condition,view,yr_built,zipcode,yr_bin,zip_bin,baths,bed_cat,floor_cat,condition_cat,view_cat,lat,long,$/sqft,bath/bed,bath/sqft,bed/sqft
13261,605000.0,1820,4,2.0,1.0,5,0.0,1941,98103,40s,"(98075.0, 98103.0]",1-2,4,1.0,5,0.0,47.6878,-122.34200000000001,332.4175824175824,0.5,0.001098901098901099,0.002197802197802198
13262,550000.0,2120,4,2.5,1.0,4,0.0,1961,98006,60s,"(98004.0, 98010.0]",2-3,4,1.0,4,0.0,47.5551,-122.17200000000001,259.4339622641509,0.625,0.0011792452830188679,0.0018867924528301887
13263,905000.0,2730,4,2.75,2.0,3,1.0,2009,98199,00s,"(98177.0, 98199.0]",2-3,4,2.0,3,1.0,47.6397,-122.395,331.5018315018315,0.6875,0.0010073260073260074,0.0014652014652014652
13264,384200.0,2430,3,2.5,2.0,4,0.0,1986,98058,80s,"(98053.0, 98058.0]",2-3,3,2.0,4,0.0,47.4383,-122.135,158.10699588477365,0.8333333333333334,0.00102880658436214,0.0012345679012345679
13265,370000.0,1170,3,1.0,1.0,3,0.0,1965,98126,60s,"(98125.0, 98133.0]",0-1,3,1.0,3,0.0,47.5448,-122.375,316.2393162393162,0.3333333333333333,0.0008547008547008547,0.002564102564102564
13266,717500.0,2090,3,1.0,1.5,3,2.0,1931,98199,30s,"(98177.0, 98199.0]",0-1,3,1.5,3,2.0,47.6393,-122.39200000000001,343.30143540669854,0.3333333333333333,0.0004784688995215311,0.0014354066985645933
13267,2000000.0,3910,4,3.25,2.0,4,2.0,1933,98199,30s,"(98177.0, 98199.0]",3-4,4,2.0,4,2.0,47.6448,-122.40899999999999,511.5089514066496,0.8125,0.0008312020460358057,0.0010230179028132991
13268,365500.0,1140,2,1.0,1.0,4,0.0,1909,98177,pre-20s,"(98155.0, 98177.0]",0-1,2,1.0,4,0.0,47.7673,-122.367,320.6140350877193,0.5,0.0008771929824561404,0.0017543859649122807
13269,580000.0,1460,2,1.5,1.5,3,0.0,1912,98115,pre-20s,"(98107.0, 98115.0]",1-2,2,1.5,3,0.0,47.6838,-122.31200000000001,397.26027397260276,0.75,0.0010273972602739725,0.0013698630136986301
13270,415000.0,2700,4,1.5,1.5,5,0.0,1940,98022,30s,"(98010.0, 98023.0]",1-2,4,1.5,5,0.0,47.1996,-122.00299999999999,153.7037037037037,0.375,0.0005555555555555556,0.0014814814814814814
13271,272000.0,670,2,1.0,1.0,4,0.0,1942,98126,40s,"(98125.0, 98133.0]",0-1,2,1.0,4,0.0,47.5145,-122.374,405.97014925373134,0.5,0.0014925373134328358,0.0029850746268656717
13272,600000.0,1880,3,1.75,1.0,4,0.0,1945,98115,40s,"(98107.0, 98115.0]",1-2,3,1.0,4,0.0,47.6878,-122.286,319.1489361702128,0.5833333333333334,0.0009308510638297873,0.0015957446808510637
13273,744000.0,1980,4,3.0,2.5,3,0.0,1941,98136,40s,"(98133.0, 98155.0]",2-3,4,2.5,3,0.0,47.532,-122.385,375.75757575757575,0.75,0.0015151515151515152,0.00202020202020202
13274,830000.0,2080,3,3.0,1.5,3,0.0,2004,98034,00s,"(98033.0, 98038.0]",2-3,3,1.5,3,0.0,47.6987,-122.228,399.03846153846155,1.0,0.0014423076923076924,0.0014423076923076924
13275,322000.0,1380,3,3.25,3.0,3,0.0,2000,98133,90s,"(98125.0, 98133.0]",3-4,3,3.0,3,0.0,47.7035,-122.351,233.33333333333334,1.0833333333333333,0.002355072463768116,0.002173913043478261
13276,270000.0,1808,3,2.5,1.0,3,0.0,2005,98001,00s,"(98000.999, 98004.0]",2-3,3,1.0,3,0.0,47.2598,-122.281,149.3362831858407,0.8333333333333334,0.0013827433628318584,0.00165929203539823
13277,272450.0,1350,3,1.0,1.5,3,0.0,1954,98188,50s,"(98177.0, 98199.0]",0-1,3,1.5,3,0.0,47.4323,-122.292,201.8148148148148,0.3333333333333333,0.0007407407407407407,0.0022222222222222222
13278,605000.0,1760,3,3.0,2.0,3,0.0,2008,98107,00s,"(98103.0, 98107.0]",2-3,3,2.0,3,0.0,47.6666,-122.37,343.75,1.0,0.0017045454545454545,0.0017045454545454545
13279,510000.0,1950,3,1.75,1.0,4,0.0,1962,98011,60s,"(98010.0, 98023.0]",1-2,3,1.0,4,0.0,47.7685,-122.2,261.53846153846155,0.5833333333333334,0.0008974358974358974,0.0015384615384615385
13280,1130000.0,3170,4,3.5,2.0,3,0.0,1999,98112,90s,"(98107.0, 98115.0]",3-4,4,2.0,3,0.0,47.6265,-122.29799999999999,356.4668769716088,0.875,0.0011041009463722397,0.0012618296529968455
13281,1690000.0,3000,4,2.5,2.0,3,0.0,1937,98105,30s,"(98103.0, 98107.0]",2-3,4,2.0,3,0.0,47.6571,-122.277,563.3333333333334,0.625,0.0008333333333333334,0.0013333333333333333
13282,162000.0,1460,4,1.0,1.0,4,0.0,1975,98010,70s,"(98004.0, 98010.0]",0-1,4,1.0,4,0.0,47.3431,-122.04799999999999,110.95890410958904,0.25,0.0006849315068493151,0.0027397260273972603
13283,337500.0,1350,3,1.75,1.0,4,0.0,1973,98198,70s,"(98177.0, 98199.0]",1-2,3,1.0,4,0.0,47.4225,-122.32799999999999,250.0,0.5833333333333334,0.0012962962962962963,0.0022222222222222222
13284,312000.0,1470,3,2.25,1.0,4,0.0,1973,98055,70s,"(98053.0, 98058.0]",2-3,3,1.0,4,0.0,47.4547,-122.209,212.24489795918367,0.75,0.001530612244897959,0.0020408163265306124
13285,740000.0,3350,4,3.0,2.0,3,0.0,2004,98010,00s,"(98004.0, 98010.0]",2-3,4,2.0,3,0.0,47.3602,-121.988,220.8955223880597,0.75,0.0008955223880597015,0.0011940298507462687
13286,700000.0,3350,4,3.0,2.0,3,0.0,2004,98010,00s,"(98004.0, 98010.0]",2-3,4,2.0,3,0.0,47.3602,-121.988,208.955223880597,0.75,0.0008955223880597015,0.0011940298507462687
13287,328000.0,1360,4,1.0,1.0,3,0.0,1948,98133,40s,"(98125.0, 98133.0]",0-1,4,1.0,3,0.0,47.7366,-122.333,241.1764705882353,0.25,0.0007352941176470588,0.0029411764705882353
13288,241000.0,1020,3,1.0,1.0,3,0.0,1981,98032,80s,"(98029.0, 98033.0]",0-1,3,1.0,3,0.0,47.3587,-122.288,236.27450980392157,0.3333333333333333,0.000980392156862745,0.0029411764705882353
13289,265000.0,1840,3,2.25,1.0,4,0.0,1980,98031,70s,"(98029.0, 98033.0]",2-3,3,1.0,4,0.0,47.4075,-122.17200000000001,144.02173913043478,0.75,0.0012228260869565218,0.0016304347826086956
13291,271000.0,1490,4,1.75,1.0,3,0.0,1940,98146,30s,"(98133.0, 98155.0]",1-2,4,1.0,3,0.0,47.4991,-122.345,181.8791946308725,0.4375,0.001174496644295302,0.0026845637583892616
13292,270000.0,2060,2,1.0,1.0,3,0.0,1962,98168,60s,"(98155.0, 98177.0]",0-1,2,1.0,3,0.0,47.50899999999999,-122.324,131.06796116504853,0.5,0.0004854368932038835,0.000970873786407767
13293,395000.0,2240,4,2.0,1.5,3,0.0,1944,98125,40s,"(98118.0, 98125.0]",1-2,4,1.5,3,0.0,47.7309,-122.305,176.33928571428572,0.5,0.0008928571428571428,0.0017857142857142857
13294,340000.0,1460,3,2.0,1.0,3,0.0,1957,98118,50s,"(98115.0, 98118.0]",1-2,3,1.0,3,0.0,47.54,-122.27600000000001,232.87671232876713,0.6666666666666666,0.0013698630136986301,0.002054794520547945
13295,340000.0,2140,3,1.75,1.0,3,0.0,1948,98146,40s,"(98133.0, 98155.0]",1-2,3,1.0,3,0.0,47.5074,-122.353,158.8785046728972,0.5833333333333334,0.0008177570093457944,0.0014018691588785046
13296,335000.0,1420,2,2.25,2.0,3,0.0,2007,98106,00s,"(98103.0, 98107.0]",2-3,2,2.0,3,0.0,47.5394,-122.368,235.91549295774647,1.125,0.0015845070422535212,0.0014084507042253522
13297,435000.0,1060,2,1.0,1.5,4,0.0,1943,98105,40s,"(98103.0, 98107.0]",0-1,2,1.5,4,0.0,47.6578,-122.324,410.37735849056605,0.5,0.0009433962264150943,0.0018867924528301887
13298,527950.0,1760,4,1.75,1.0,5,0.0,1926,98103,20s,"(98075.0, 98103.0]",1-2,4,1.0,5,0.0,47.6889,-122.33,299.97159090909093,0.4375,0.0009943181818181817,0.0022727272727272726
13299,600000.0,2320,2,2.25,2.0,4,4.0,1976,98070,70s,"(98058.0, 98070.0]",2-3,2,2.0,4,4.0,47.3905,-122.462,258.62068965517244,1.125,0.0009698275862068965,0.0008620689655172414
13300,667000.0,1770,3,1.75,1.0,3,0.0,1963,98117,60s,"(98115.0, 98118.0]",1-2,3,1.0,3,0.0,47.6846,-122.39200000000001,376.8361581920904,0.5833333333333334,0.0009887005649717514,0.001694915254237288
13302,417000.0,2040,3,2.5,2.0,3,0.0,2000,98055,90s,"(98053.0, 98058.0]",2-3,3,2.0,3,0.0,47.4867,-122.223,204.41176470588235,0.8333333333333334,0.0012254901960784314,0.0014705882352941176
13303,451000.0,1260,4,1.75,1.0,3,0.0,1943,98027,40s,"(98023.0, 98029.0]",1-2,4,1.0,3,0.0,47.5267,-122.03200000000001,357.93650793650795,0.4375,0.001388888888888889,0.0031746031746031746
13304,580000.0,1650,2,1.0,1.0,3,0.0,1943,98199,40s,"(98177.0, 98199.0]",0-1,2,1.0,3,0.0,47.6549,-122.39399999999999,351.5151515151515,0.5,0.0006060606060606061,0.0012121212121212121
13305,570000.0,2380,4,2.25,2.0,4,0.0,1977,98077,70s,"(98075.0, 98103.0]",2-3,4,2.0,4,0.0,47.7644,-122.072,239.49579831932772,0.5625,0.0009453781512605042,0.0016806722689075631
13307,685000.0,2810,3,2.5,2.0,3,0.0,2001,98006,00s,"(98004.0, 98010.0]",2-3,3,2.0,3,0.0,47.5464,-122.191,243.77224199288256,0.8333333333333334,0.0008896797153024911,0.0010676156583629894
13308,275000.0,1340,3,2.0,1.0,3,0.0,1944,98052,40s,"(98042.0, 98053.0]",1-2,3,1.0,3,0.0,47.6786,-122.161,205.22388059701493,0.6666666666666666,0.0014925373134328358,0.002238805970149254
13309,739888.0,2420,3,2.5,2.0,4,4.0,1989,98075,80s,"(98070.0, 98075.0]",2-3,3,2.0,4,4.0,47.568999999999996,-122.05799999999999,305.73884297520664,0.8333333333333334,0.0010330578512396695,0.0012396694214876034
13310,715000.0,2160,2,2.5,1.0,3,0.0,2002,98053,00s,"(98042.0, 98053.0]",2-3,2,1.0,3,0.0,47.7017,-122.023,331.01851851851853,1.25,0.0011574074074074073,0.000925925925925926
13311,800000.0,2450,4,2.0,1.0,3,0.0,1913,98102,pre-20s,"(98075.0, 98103.0]",1-2,4,1.0,3,0.0,47.6414,-122.32700000000001,326.53061224489795,0.5,0.0008163265306122449,0.0016326530612244899
13312,350000.0,1870,3,1.5,1.0,3,0.0,1923,98108,20s,"(98107.0, 98115.0]",1-2,3,1.0,3,0.0,47.5224,-122.318,187.1657754010695,0.5,0.0008021390374331551,0.0016042780748663102
13313,220000.0,1000,3,1.0,1.0,4,2.0,1933,98022,30s,"(98010.0, 98023.0]",0-1,3,1.0,4,2.0,47.2099,-122.04299999999999,220.0,0.3333333333333333,0.001,0.003
13314,452500.0,2240,3,2.5,2.0,3,0.0,2002,98065,00s,"(98058.0, 98070.0]",2-3,3,2.0,3,0.0,47.5361,-121.88,202.00892857142858,0.8333333333333334,0.0011160714285714285,0.0013392857142857143
13315,280000.0,2200,4,2.5,2.0,3,0.0,2008,98042,00s,"(98038.0, 98042.0]",2-3,4,2.0,3,0.0,47.3333,-122.055,127.27272727272727,0.625,0.0011363636363636363,0.0018181818181818182
13316,248000.0,790,1,1.0,1.0,3,0.0,1918,98118,pre-20s,"(98115.0, 98118.0]",0-1,1,1.0,3,0.0,47.5146,-122.265,313.9240506329114,1.0,0.0012658227848101266,0.0012658227848101266
13317,305000.0,890,2,1.0,1.0,3,0.0,1949,98115,40s,"(98107.0, 98115.0]",0-1,2,1.0,3,0.0,47.6998,-122.27799999999999,342.69662921348316,0.5,0.0011235955056179776,0.0022471910112359553
13318,435010.0,1270,3,1.0,1.0,3,0.0,1954,98106,50s,"(98103.0, 98107.0]",0-1,3,1.0,3,0.0,47.5293,-122.354,342.5275590551181,0.3333333333333333,0.0007874015748031496,0.002362204724409449
13319,678100.0,1850,3,1.75,1.5,5,0.0,1931,98116,30s,"(98115.0, 98118.0]",1-2,3,1.5,5,0.0,47.5853,-122.39,366.5405405405405,0.5833333333333334,0.0009459459459459459,0.0016216216216216215
13320,325000.0,1352,3,2.25,3.0,3,0.0,2007,98125,00s,"(98118.0, 98125.0]",2-3,3,3.0,3,0.0,47.7265,-122.315,240.3846153846154,0.75,0.0016642011834319527,0.0022189349112426036
13321,529950.0,1540,3,2.0,1.0,3,0.0,1968,98052,60s,"(98042.0, 98053.0]",1-2,3,1.0,3,0.0,47.6554,-122.12899999999999,344.1233766233766,0.6666666666666666,0.0012987012987012987,0.001948051948051948
13322,440000.0,1640,3,1.75,1.0,5,0.0,1951,98155,50s,"(98133.0, 98155.0]",1-2,3,1.0,5,0.0,47.7751,-122.32,268.2926829268293,0.5833333333333334,0.0010670731707317074,0.001829268292682927
13323,585000.0,1350,3,1.0,1.5,3,0.0,1928,98116,20s,"(98115.0, 98118.0]",0-1,3,1.5,3,0.0,47.5749,-122.412,433.3333333333333,0.3333333333333333,0.0007407407407407407,0.0022222222222222222
13324,462608.0,2010,3,2.5,2.0,3,0.0,2014,98029,10s,"(98023.0, 98029.0]",2-3,3,2.0,3,0.0,47.5528,-121.999,230.15323383084578,0.8333333333333334,0.0012437810945273632,0.0014925373134328358
13325,350500.0,2080,3,1.75,1.0,3,0.0,1974,98166,70s,"(98155.0, 98177.0]",1-2,3,1.0,3,0.0,47.4738,-122.35,168.5096153846154,0.5833333333333334,0.0008413461538461539,0.0014423076923076924
13326,210000.0,1040,3,1.0,1.0,3,0.0,1956,98003,50s,"(98000.999, 98004.0]",0-1,3,1.0,3,0.0,47.3171,-122.316,201.92307692307693,0.3333333333333333,0.0009615384615384616,0.0028846153846153848
13327,510000.0,1890,3,2.5,2.0,3,0.0,1993,98029,90s,"(98023.0, 98029.0]",2-3,3,2.0,3,0.0,47.5697,-121.994,269.8412698412698,0.8333333333333334,0.0013227513227513227,0.0015873015873015873
13328,280000.0,1810,3,2.25,1.0,4,0.0,1959,98056,50s,"(98053.0, 98058.0]",2-3,3,1.0,4,0.0,47.497,-122.18,154.6961325966851,0.75,0.0012430939226519336,0.0016574585635359116
13329,385000.0,1930,3,1.75,1.0,3,0.0,1963,98155,60s,"(98133.0, 98155.0]",1-2,3,1.0,3,0.0,47.7733,-122.31700000000001,199.4818652849741,0.5833333333333334,0.0009067357512953368,0.0015544041450777201
13330,349000.0,1010,3,1.0,1.0,4,0.0,1947,98155,40s,"(98133.0, 98155.0]",0-1,3,1.0,4,0.0,47.7416,-122.319,345.54455445544556,0.3333333333333333,0.0009900990099009901,0.0029702970297029703
13331,252000.0,1740,3,2.25,1.0,3,0.0,1981,98031,80s,"(98029.0, 98033.0]",2-3,3,1.0,3,0.0,47.3976,-122.166,144.82758620689654,0.75,0.001293103448275862,0.0017241379310344827
13332,1100000.0,2910,4,2.5,2.0,3,1.0,1932,98199,30s,"(98177.0, 98199.0]",2-3,4,2.0,3,1.0,47.6424,-122.411,378.0068728522337,0.625,0.000859106529209622,0.0013745704467353953
13333,375000.0,1330,3,2.25,2.0,3,0.0,1985,98034,80s,"(98033.0, 98038.0]",2-3,3,2.0,3,0.0,47.7098,-122.21700000000001,281.9548872180451,0.75,0.0016917293233082707,0.002255639097744361
13334,336000.0,2210,4,2.25,2.0,4,0.0,1967,98032,60s,"(98029.0, 98033.0]",2-3,4,2.0,4,0.0,47.3648,-122.28399999999999,152.03619909502262,0.5625,0.0010180995475113123,0.0018099547511312218
13335,732000.0,2670,3,3.75,2.5,4,4.0,1977,98126,70s,"(98125.0, 98133.0]",3-4,3,2.5,4,4.0,47.5702,-122.38,274.1573033707865,1.25,0.0014044943820224719,0.0011235955056179776
13336,200000.0,1000,2,1.0,1.0,3,0.0,1949,98168,40s,"(98155.0, 98177.0]",0-1,2,1.0,3,0.0,47.51300000000001,-122.333,200.0,0.5,0.001,0.002
13337,681716.0,3150,4,2.5,2.0,3,0.0,2006,98056,00s,"(98053.0, 98058.0]",2-3,4,2.0,3,0.0,47.5159,-122.20200000000001,216.4177777777778,0.625,0.0007936507936507937,0.0012698412698412698
13338,235000.0,1520,3,1.75,1.0,4,0.0,1971,98010,70s,"(98004.0, 98010.0]",1-2,3,1.0,4,0.0,47.3434,-122.04899999999999,154.60526315789474,0.5833333333333334,0.001151315789473684,0.001973684210526316
13339,257500.0,1690,3,1.0,1.0,3,0.0,1955,98148,50s,"(98133.0, 98155.0]",0-1,3,1.0,3,0.0,47.4256,-122.322,152.36686390532543,0.3333333333333333,0.000591715976331361,0.0017751479289940828
13340,315000.0,1070,3,1.0,1.0,3,0.0,1955,98028,50s,"(98023.0, 98029.0]",0-1,3,1.0,3,0.0,47.7425,-122.23,294.39252336448595,0.3333333333333333,0.0009345794392523365,0.002803738317757009
13341,299950.0,910,3,1.0,1.0,4,0.0,1950,98177,40s,"(98155.0, 98177.0]",0-1,3,1.0,4,0.0,47.7746,-122.37799999999999,329.61538461538464,0.3333333333333333,0.001098901098901099,0.0032967032967032967
13342,530000.0,2130,4,2.25,1.0,3,0.0,1969,98034,60s,"(98033.0, 98038.0]",2-3,4,1.0,3,0.0,47.7087,-122.198,248.8262910798122,0.5625,0.001056338028169014,0.0018779342723004694
13343,766500.0,2230,2,1.75,1.0,4,0.0,1947,98105,40s,"(98103.0, 98107.0]",1-2,2,1.0,4,0.0,47.6705,-122.277,343.7219730941704,0.875,0.0007847533632286995,0.0008968609865470852
13344,860000.0,3560,4,2.5,1.0,3,2.0,1986,98004,80s,"(98000.999, 98004.0]",2-3,4,1.0,3,2.0,47.6456,-122.19,241.57303370786516,0.625,0.0007022471910112359,0.0011235955056179776
13345,690000.0,2590,3,2.5,2.0,3,0.0,1944,98126,40s,"(98125.0, 98133.0]",2-3,3,2.0,3,0.0,47.5271,-122.381,266.4092664092664,0.8333333333333334,0.0009652509652509653,0.0011583011583011582
13346,551000.0,2040,4,1.75,1.0,3,0.0,1962,98103,60s,"(98075.0, 98103.0]",1-2,4,1.0,3,0.0,47.6964,-122.336,270.0980392156863,0.4375,0.000857843137254902,0.00196078431372549
13347,530000.0,2100,3,2.75,1.0,4,0.0,1955,98034,50s,"(98033.0, 98038.0]",2-3,3,1.0,4,0.0,47.7206,-122.24799999999999,252.38095238095238,0.9166666666666666,0.0013095238095238095,0.0014285714285714286
13348,568000.0,1340,3,1.0,1.5,3,0.0,1953,98125,50s,"(98118.0, 98125.0]",0-1,3,1.5,3,0.0,47.7016,-122.295,423.8805970149254,0.3333333333333333,0.0007462686567164179,0.002238805970149254
13349,749950.0,2770,3,2.5,2.0,3,2.0,1992,98008,90s,"(98004.0, 98010.0]",2-3,3,2.0,3,2.0,47.5754,-122.12,270.74007220216606,0.8333333333333334,0.0009025270758122744,0.0010830324909747292
13350,535000.0,2400,3,2.5,1.0,3,0.0,1983,98074,80s,"(98070.0, 98075.0]",2-3,3,1.0,3,0.0,47.6317,-122.041,222.91666666666666,0.8333333333333334,0.0010416666666666667,0.00125
13351,234300.0,1140,3,1.0,1.0,3,0.0,1963,98055,60s,"(98053.0, 98058.0]",0-1,3,1.0,3,0.0,47.424,-122.20100000000001,205.52631578947367,0.3333333333333333,0.0008771929824561404,0.002631578947368421
13352,190000.0,930,2,1.0,1.0,3,0.0,1946,98178,40s,"(98177.0, 98199.0]",0-1,2,1.0,3,0.0,47.4862,-122.264,204.30107526881721,0.5,0.001075268817204301,0.002150537634408602
13353,525000.0,1820,4,1.75,1.0,5,0.0,1960,98007,50s,"(98004.0, 98010.0]",1-2,4,1.0,5,0.0,47.606,-122.135,288.46153846153845,0.4375,0.0009615384615384616,0.002197802197802198
13354,610000.0,1390,4,1.0,1.5,4,0.0,1926,98117,20s,"(98115.0, 98118.0]",0-1,4,1.5,4,0.0,47.685,-122.363,438.84892086330933,0.25,0.0007194244604316547,0.0028776978417266188
13355,520000.0,1480,3,2.5,3.0,3,0.0,2006,98144,00s,"(98133.0, 98155.0]",2-3,3,3.0,3,0.0,47.6199,-122.3,351.35135135135135,0.8333333333333334,0.0016891891891891893,0.002027027027027027
13356,375000.0,760,2,1.0,1.0,3,0.0,1942,98199,40s,"(98177.0, 98199.0]",0-1,2,1.0,3,0.0,47.646,-122.384,493.42105263157896,0.5,0.0013157894736842105,0.002631578947368421
13357,600000.0,1580,3,1.75,1.0,3,0.0,1967,98005,60s,"(98004.0, 98010.0]",1-2,3,1.0,3,0.0,47.6056,-122.17299999999999,379.746835443038,0.5833333333333334,0.0011075949367088608,0.0018987341772151898
13358,664000.0,1870,4,2.5,1.0,5,0.0,1974,98033,70s,"(98029.0, 98033.0]",2-3,4,1.0,5,0.0,47.6651,-122.17399999999999,355.0802139037433,0.625,0.001336898395721925,0.0021390374331550803
13359,698000.0,1510,2,1.0,1.0,3,0.0,1923,98103,20s,"(98075.0, 98103.0]",0-1,2,1.0,3,0.0,47.6742,-122.329,462.25165562913907,0.5,0.0006622516556291391,0.0013245033112582781
13360,418000.0,1250,3,2.0,3.0,3,0.0,2001,98107,00s,"(98103.0, 98107.0]",1-2,3,3.0,3,0.0,47.6705,-122.39,334.4,0.6666666666666666,0.0016,0.0024
13361,271675.0,2140,3,1.75,1.0,4,0.0,1974,98092,70s,"(98075.0, 98103.0]",1-2,3,1.0,4,0.0,47.3099,-122.197,126.95093457943925,0.5833333333333334,0.0008177570093457944,0.0014018691588785046
13362,450000.0,1540,3,1.0,1.0,4,0.0,1968,98033,60s,"(98029.0, 98033.0]",0-1,3,1.0,4,0.0,47.6698,-122.177,292.2077922077922,0.3333333333333333,0.0006493506493506494,0.001948051948051948
13363,759000.0,2950,3,2.25,1.5,3,0.0,2006,98075,00s,"(98070.0, 98075.0]",2-3,3,1.5,3,0.0,47.5917,-122.068,257.2881355932203,0.75,0.0007627118644067797,0.001016949152542373
13365,810000.0,2820,4,2.75,1.5,3,0.0,1927,98199,20s,"(98177.0, 98199.0]",2-3,4,1.5,3,0.0,47.6376,-122.39399999999999,287.2340425531915,0.6875,0.000975177304964539,0.0014184397163120568
13366,331292.0,1660,3,1.75,1.0,3,0.0,1972,98019,70s,"(98010.0, 98023.0]",1-2,3,1.0,3,0.0,47.74100000000001,-121.978,199.5734939759036,0.5833333333333334,0.0010542168674698795,0.0018072289156626507
13367,348000.0,1830,3,1.75,1.0,3,0.0,1919,98144,pre-20s,"(98133.0, 98155.0]",1-2,3,1.0,3,0.0,47.5723,-122.309,190.1639344262295,0.5833333333333334,0.0009562841530054645,0.001639344262295082
13368,435000.0,720,2,1.0,1.0,4,0.0,1920,98116,pre-20s,"(98115.0, 98118.0]",0-1,2,1.0,4,0.0,47.5641,-122.391,604.1666666666666,0.5,0.001388888888888889,0.002777777777777778
13369,530000.0,2160,3,2.5,2.0,3,0.0,1992,98133,90s,"(98125.0, 98133.0]",2-3,3,2.0,3,0.0,47.7296,-122.333,245.37037037037038,0.8333333333333334,0.0011574074074074073,0.001388888888888889
13370,227000.0,1510,3,1.75,2.0,3,0.0,1989,98001,80s,"(98000.999, 98004.0]",1-2,3,2.0,3,0.0,47.2576,-122.255,150.33112582781456,0.5833333333333334,0.0011589403973509935,0.001986754966887417
13371,285000.0,1870,3,1.5,1.0,3,0.0,1953,98168,50s,"(98155.0, 98177.0]",1-2,3,1.0,3,0.0,47.50899999999999,-122.31299999999999,152.40641711229947,0.5,0.0008021390374331551,0.0016042780748663102
13372,740000.0,2860,4,2.25,1.0,3,0.0,1977,98005,70s,"(98004.0, 98010.0]",2-3,4,1.0,3,0.0,47.6033,-122.15799999999999,258.7412587412587,0.5625,0.0007867132867132868,0.0013986013986013986
13373,246000.0,990,3,1.0,1.5,4,0.0,1939,98146,30s,"(98133.0, 98155.0]",0-1,3,1.5,4,0.0,47.5022,-122.36,248.4848484848485,0.3333333333333333,0.00101010101010101,0.0030303030303030303
13374,260000.0,1910,3,1.0,1.0,3,0.0,1954,98168,50s,"(98155.0, 98177.0]",0-1,3,1.0,3,0.0,47.5038,-122.3,136.12565445026178,0.3333333333333333,0.0005235602094240838,0.0015706806282722514
13375,366000.0,1350,3,2.0,1.0,3,0.0,1977,98074,70s,"(98070.0, 98075.0]",1-2,3,1.0,3,0.0,47.6159,-122.05,271.1111111111111,0.6666666666666666,0.0014814814814814814,0.0022222222222222222
13376,594950.0,2557,4,3.25,2.0,3,2.0,1948,98118,40s,"(98115.0, 98118.0]",3-4,4,2.0,3,2.0,47.5449,-122.262,232.67500977708252,0.8125,0.0012710207274149394,0.001564333202972233
13377,608000.0,2610,3,2.75,2.0,4,0.0,1946,98107,40s,"(98103.0, 98107.0]",2-3,3,2.0,4,0.0,47.6729,-122.37299999999999,232.95019157088123,0.9166666666666666,0.001053639846743295,0.0011494252873563218
13378,313100.0,1720,3,2.0,1.0,5,0.0,1905,98056,pre-20s,"(98053.0, 98058.0]",1-2,3,1.0,5,0.0,47.5068,-122.191,182.03488372093022,0.6666666666666666,0.0011627906976744186,0.0017441860465116279
13379,185000.0,1170,3,1.75,1.0,3,0.0,1967,98023,60s,"(98010.0, 98023.0]",1-2,3,1.0,3,0.0,47.2808,-122.354,158.1196581196581,0.5833333333333334,0.0014957264957264958,0.002564102564102564
13380,455000.0,1140,2,1.0,1.0,3,0.0,1907,98118,pre-20s,"(98115.0, 98118.0]",0-1,2,1.0,3,0.0,47.5328,-122.274,399.12280701754383,0.5,0.0008771929824561404,0.0017543859649122807
13381,235000.0,2350,3,2.5,1.0,4,0.0,1966,98023,60s,"(98010.0, 98023.0]",2-3,3,1.0,4,0.0,47.3126,-122.36399999999999,100.0,0.8333333333333334,0.0010638297872340426,0.001276595744680851
13382,230000.0,1020,3,1.0,1.0,4,0.0,1967,98058,60s,"(98053.0, 98058.0]",0-1,3,1.0,4,0.0,47.4235,-122.155,225.49019607843138,0.3333333333333333,0.000980392156862745,0.0029411764705882353
13383,770000.0,2730,4,2.25,1.0,5,0.0,1955,98116,50s,"(98115.0, 98118.0]",2-3,4,1.0,5,0.0,47.5843,-122.39299999999999,282.05128205128204,0.5625,0.0008241758241758242,0.0014652014652014652
13384,240000.0,1830,4,2.25,2.0,3,0.0,1991,98030,90s,"(98029.0, 98033.0]",2-3,4,2.0,3,0.0,47.3682,-122.179,131.14754098360655,0.5625,0.0012295081967213116,0.002185792349726776
13385,461000.0,1690,3,2.5,2.0,3,0.0,2002,98053,00s,"(98042.0, 98053.0]",2-3,3,2.0,3,0.0,47.6885,-122.04299999999999,272.7810650887574,0.8333333333333334,0.0014792899408284023,0.0017751479289940828
13386,1580000.0,2900,4,2.5,1.0,5,3.0,1963,98040,60s,"(98038.0, 98042.0]",2-3,4,1.0,5,3.0,47.5838,-122.24600000000001,544.8275862068965,0.625,0.0008620689655172414,0.001379310344827586
13387,1820000.0,6380,4,4.5,2.0,3,0.0,2006,98029,00s,"(98023.0, 98029.0]",4-5,4,2.0,3,0.0,47.5592,-122.015,285.26645768025077,1.125,0.0007053291536050156,0.0006269592476489029
13388,452000.0,1690,3,2.5,2.0,3,0.0,2004,98053,00s,"(98042.0, 98053.0]",2-3,3,2.0,3,0.0,47.6788,-122.03399999999999,267.4556213017751,0.8333333333333334,0.0014792899408284023,0.0017751479289940828
